Sistema;Status do Processo;Data Última Distribuição;Assunto Código;Data Primeira Distribuição;Classe Judicial;Órgão Julgador;Parte Polo Ativo?;Parte Polo Passivo?;Parte Outros Participantes?;Data Trânsito Julgado;Tempo em Anos
PJe;D;42.669.425.053.148;10986.0;42.669.425.053.148;283;9ª Vara Federal;S;N;N;13/03/2020;1.0
PJe;D;42.717.726.931.088;3419.0;42.717.646.175.972.000;283;14ª Vara Federal;S;N;N;06/11/2018;7.0
PJe;D;43.516.606.975.288.900;3432.0;43.516.606.975.288.900;283;11ª Vara Federal;S;N;N;02/03/2020;1.0
PJe;D;4.224.266.875;3642.0;;283;14ª Vara Federal;S;N;N;12/01/2018;4.0
PJe;D;42.079.746.527.778;3432.0;;283;14ª Vara Federal;S;N;N;25/06/2019;1.0
PJe;D;42.079.746.527.778;3432.0;;283;14ª Vara Federal;S;N;N;10/06/2019;1.0
PJe;D;425.737.125;3432.0;;283;14ª Vara Federal;S;N;N;27/07/2018;1.0
PJe;D;425.737.125;3432.0;;283;14ª Vara Federal;S;N;N;23/07/2018;2.0
PJe;D;42.194.729.166.667;3540.0;;283;14ª Vara Federal;S;N;N;17/09/2019;2.0
PJe;D;42.430.713.888.889;3530.0;;283;14ª Vara Federal;S;N;N;16/10/2018;6.0
PJe;D;42.430.713.888.889;3530.0;;283;14ª Vara Federal;S;N;N;16/10/2018;6.0
PJe;D;42.430.713.888.889;3574.0;;283;14ª Vara Federal;S;N;N;16/10/2018;6.0
PJe;D;42.430.713.888.889;3568.0;;283;14ª Vara Federal;S;N;N;16/10/2018;6.0
PJe;D;42.192.782.638.889;5840.0;;1033;12ª Vara Federal;S;N;N;25/06/2018;8.0
PJe;D;42.192.782.638.889;5840.0;;1033;12ª Vara Federal;S;N;N;25/06/2018;7.0
PJe;D;41.759.749.305.556.000;10817.0;;283;2ª Vara Federal;S;N;N;10/12/2018;1.0
PJe;D;41.759.749.305.556.000;10817.0;;283;2ª Vara Federal;S;N;N;10/12/2018;1.0
PJe;D;41.759.749.305.556.000;3432.0;;283;2ª Vara Federal;S;N;N;10/12/2018;1.0
PJe;D;43.364.455.617.674;5566.0;43.364.455.617.674;283;15ª Vara Federal;S;N;N;27/02/2020;10.0
PJe;D;40.240.784.722.222;7785.0;;386;8ª Vara Federal;S;N;N;09/11/2016;2.0
PJe;D;42.558.559.027.778;5840.0;;283;15ª Vara Federal;S;N;N;20/03/2018;4.0
PJe;D;42.558.559.027.778;5840.0;;283;15ª Vara Federal;S;N;N;15/02/2018;4.0
PJe;D;42.558.559.027.778;5566.0;;283;15ª Vara Federal;S;N;N;08/02/2018;4.0
PJe;D;42.558.559.027.778;5566.0;;283;15ª Vara Federal;S;N;N;13/03/2018;4.0
PJe;D;42.558.559.027.778;5566.0;;283;15ª Vara Federal;S;N;N;13/03/2018;4.0
PJe;D;42.592.555.555.556;5904.0;;283;12ª Vara Federal;S;N;N;01/10/2018;2.0
PJe;D;42.502.722.916.667;5566.0;;283;14ª Vara Federal;S;N;N;28/08/2018;6.0
PJe;D;4.233.473.125;3604.0;;283;14ª Vara Federal;S;N;N;18/12/2018;2.0
PJe;D;4.233.473.125;3642.0;;283;14ª Vara Federal;S;N;N;18/12/2018;2.0
PJe;D;42.193.727.083.333;3628.0;;283;14ª Vara Federal;S;N;N;25/08/2018;4.0
PJe;D;42.296.677.777.778;5836.0;;283;14ª Vara Federal;S;N;N;21/03/2019;1.0
PJe;D;42.296.677.777.778;3432.0;;283;14ª Vara Federal;S;N;N;21/03/2019;1.0
PJe;D;42.430.713.888.889;3568.0;;283;14ª Vara Federal;S;N;N;16/10/2018;6.0
PJe;D;42.430.713.888.889;3574.0;;283;14ª Vara Federal;S;N;N;16/10/2018;6.0
PJe;D;41.759.749.305.556.000;3432.0;;283;2ª Vara Federal;S;N;N;10/12/2018;1.0
PJe;D;42.080.713.888.889;5836.0;;283;14ª Vara Federal;S;N;N;27/11/2018;1.0
PJe;D;42.080.713.888.889;3432.0;;283;14ª Vara Federal;S;N;N;27/11/2018;1.0
PJe;D;40.240.784.722.222;7785.0;;283;8ª Vara Federal;S;N;N;09/11/2016;2.0
PJe;D;42.531.713.888.889;5567.0;;283;14ª Vara Federal;S;N;N;27/02/2020;9.0
PJe;D;42.558.559.027.778;5566.0;;283;15ª Vara Federal;S;N;N;15/02/2018;4.0
PJe;D;42.558.559.027.778;5840.0;;283;15ª Vara Federal;S;N;N;13/03/2018;4.0
PJe;D;42.558.559.027.778;5840.0;;283;15ª Vara Federal;S;N;N;08/02/2018;4.0
PJe;D;42.558.559.027.778;5840.0;;283;15ª Vara Federal;S;N;N;13/03/2018;4.0
PJe;D;408.837.125;3432.0;;283;2ª Vara Federal;S;N;N;17/07/2019;1.0
PJe;D;42.592.555.555.556;3574.0;;283;12ª Vara Federal;S;N;N;01/10/2018;2.0
PJe;D;42.465.670.833.332.900;3614.0;;283;14ª Vara Federal;S;N;N;15/06/2018;2.0
PJe;D;42.465.670.833.332.900;3614.0;;283;14ª Vara Federal;S;N;N;15/06/2018;3.0
PJe;D;42.326.427.083.333;3629.0;;283;11ª Vara Federal;S;N;N;13/01/2020;2.0
PJe;D;41.429.690.972.222;3548.0;;386;12ª Vara Federal;S;N;N;09/06/2019;3.0
PJe;D;425.737.125;5836.0;;283;14ª Vara Federal;S;N;N;15/05/2020;1.0
PJe;D;425.737.125;3432.0;;283;14ª Vara Federal;S;N;N;15/05/2020;1.0
PJe;D;42.531.713.888.889;3533.0;;283;14ª Vara Federal;S;N;N;27/02/2020;9.0
PJe;D;408.837.125;3432.0;;283;2ª Vara Federal;S;N;N;10/04/2018;1.0
PJe;D;41.991.760.416.667;3596.0;;283;14ª Vara Federal;S;N;N;12/06/2018;2.0
PJe;D;425.737.125;5836.0;;283;14ª Vara Federal;S;N;N;15/05/2020;2.0
PJe;D;43.444.482.156.528;3432.0;43.444.482.156.528;283;9ª Vara Federal;S;N;N;03/03/2020;1.0
